[0.00s -> 2.68s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[155.51s -> 158.75s]  Напоминаю вам, что есть битва за 5 тысяч рублей.
[158.75s -> 161.15s]  Лучшие из вас будете сами голосовать,
[161.15s -> 163.91s]  за лучшего игрока получат 5 тысяч рублей.
[163.91s -> 166.51s]  Корманная пятерка идеально подойдет.
[166.51s -> 167.91s]  Корманная пятерка.
[167.91s -> 169.31s]  Идеально подошло!
[169.31s -> 170.31s]  СМЕХ
[170.31s -> 172.83s]  А этот человек знает, что говорит.
[172.83s -> 175.59s]  Комедийный автор, к вашему взгляду.
[175.59s -> 177.91s]  Боже мой, в чем суть игры мафии?
[177.91s -> 181.31s]  Вы должны, когда ночь все спят, мафия просыпается,
[181.31s -> 184.91s]  делать свой выбор, потом врач, потом мирный житель.
[184.91s -> 188.55s]  Но самое главное, вы в конце, когда просыпаетесь все,
[188.55s -> 192.51s]  должны сделать предположение, кто, по вашему мнению, мафия,
[192.51s -> 193.87s]  кто не мафия, кто что.
[193.91s -> 196.87s]  Прямо это у нас есть потрясающая бутылочка,
[196.87s -> 199.71s]  которая позволяет нам крутить ее и показать,
[199.71s -> 202.87s]  кто расскажет нам историю, связанную с алкоголем,
[202.87s -> 206.87s]  с тусовкой, каким-то блюванием, возможно, мы не знаем,
[206.87s -> 208.87s]  с чем-то экстравагантным.
[208.87s -> 211.47s]  Вопрос можно? Соплешь, что-то можно?
[211.47s -> 213.27s]  Исти, это же есть блювание.
[213.27s -> 216.07s]  Ты просто сейчас историю вот эту расскажешь?
[216.07s -> 218.47s]  Как ты ее пришел сниматься на шоу?
[218.47s -> 219.67s]  Я думаю, мафия.
[219.67s -> 220.67s]  СМЕХ
[220.67s -> 222.87s]  Ну, я вылетаю, значит, спасибо.
[223.87s -> 225.47s]  Не опережать события.
[225.47s -> 227.87s]  Это потому, что здесь мать написана.
[227.87s -> 230.47s]  Антон, подмечаю, что Кирилл против тебя.
[230.47s -> 233.47s]  Перед тем, мы хотим какую-то историю услышать.
[233.47s -> 236.27s]  Борис, поскольку ты у нас уже постоянный,
[236.27s -> 238.87s]  человечек, который участвует в этом шоу,
[238.87s -> 240.87s]  предлагаю тебе еще раз крутануть.
[240.87s -> 244.07s]  На кого укажет горлышко, тот рассказывает историю.
[244.07s -> 247.07s]  ДИНАМИЧНАЯ МУЗЫКА
[247.07s -> 248.07s]  Опа!
[248.07s -> 250.07s]  Антон, спасибо большое тебе.
[250.07s -> 252.07s]  Ну что, хотите про Блевотину?
[252.27s -> 253.27s]  Да, отлично.
[253.27s -> 254.27s]  АПЛОДИСМЕНТЫ
[254.27s -> 257.87s]  Было бы дерьмо, если бы сказали нет, я бы задумался.
[257.87s -> 260.67s]  Про Блевотину, смотрите, такая история.
[260.67s -> 264.87s]  Забирает меня как-то девушка со своим отцом в хлам бухого.
[264.87s -> 268.47s]  Садит меня на переднее сиденье, потому что я взрослый.
[268.47s -> 269.67s]  Мне больше 12 лет.
[269.67s -> 270.67s]  А девушки меньше.
[270.67s -> 271.67s]  Это уже...
[271.67s -> 272.67s]  Не при камерах.
[272.67s -> 275.87s]  Значит, еду я справа на сиденье в говно-бухой.
[275.87s -> 278.87s]  Ну, естественно, машина, что она укачивает.
[278.87s -> 280.87s]  А справа на переднем сиденье?
[281.07s -> 282.67s]  А это был праздник.
[282.67s -> 283.67s]  12 лет.
[283.67s -> 285.67s]  Дожил до четверга, успел.
[285.67s -> 288.67s]  Короче, еду я в четверг, меня укачивает.
[288.67s -> 291.07s]  Я, ну, хочу, естественно, Блевать.
[291.07s -> 295.07s]  Но я же не один в машине, не могу тормозить, я Блевать пью.
[295.07s -> 297.87s]  Люди торопятся тоже, понимаете все, да?
[297.87s -> 299.47s]  Не прибавить, не убавить.
[299.47s -> 300.47s]  Все четко сказал.
[300.47s -> 302.47s]  Значит, хочу Блевать чувствую.
[302.47s -> 306.27s]  Антон, почему тебя бухово забирали девушка и ее отец?
[306.27s -> 310.07s]  Потому что одна девушка не справлялась, она взяла подмогу.
[310.47s -> 312.27s]  И они торопились при этом.
[312.27s -> 315.67s]  Я еду, чувствую, что градус нарастает у меня здесь.
[315.67s -> 319.27s]  Если бы я был человечком, вот бы вот насюда бы уже дошло.
[319.27s -> 321.87s]  А до сюда это все, значит, пора Блевать.
[321.87s -> 326.07s]  Я думаю, не могу я позориться в машине, слишком чисто в ней.
[326.07s -> 330.07s]  Я понимаю, что она подходит, я думаю, выпускать нет смысла.
[330.07s -> 333.47s]  Я такой, ну, пущу это все обратно, это же моя рука.
[333.47s -> 335.67s]  Я тоже обычно пытаюсь так сделать.
[335.67s -> 338.27s]  А оно подошло, я такой, ну, обратно.
[338.27s -> 339.47s]  Хозяин своему телу.
[339.47s -> 341.47s]  А обратно?
[341.47s -> 344.47s]  И все, ел дальше, как будто ничего не произошло.
[344.47s -> 346.47s]  Нет, конечно, там была пикантная история,
[346.47s -> 348.47s]  потому что я минут 10 держал все это.
[348.47s -> 350.47s]  Думаю, ну, сейчас вот-вот приедешь.
[350.47s -> 352.47s]  Вот-вот приедешь.
[352.47s -> 354.47s]  Он, *****, в объезд поехал.
[354.47s -> 357.47s]  Да потом я уже, когда понял, что мы едем по дальней дороге,
[357.47s -> 360.47s]  думаю, ну, мое все равно не пропадайте, я...
[360.47s -> 362.47s]  Ты покушал заодно?
[362.47s -> 364.47s]  Я, кстати, просил.
[364.47s -> 366.47s]  Ты мафия?
[366.67s -> 369.67s]  Нет, даже если я мафия, все равно такого мерзкого человека
[369.67s -> 371.67s]  вам придется убить.
[371.67s -> 373.67s]  Спасибо за историю.
[373.67s -> 375.67s]  Довольно честно.
[375.67s -> 377.67s]  Довольно.
[377.67s -> 379.67s]  У всех во рту появился легкий привкус.
[379.67s -> 381.67s]  Солянки?
[381.67s -> 383.67s]  История продирает до души прям.
[383.67s -> 385.67s]  Это жизнь.
[385.67s -> 387.67s]  Спасибо за историю.
[387.67s -> 389.67s]  История сказана.
[389.67s -> 391.67s]  Предлагаю уже сыграть в мафию города,
[391.67s -> 393.67s]  тогда у нас засыпает.
[393.67s -> 395.67s]  Надо узнать, кто у нас мафия, кто врач.
[395.87s -> 397.87s]  Я еще игру не могу разобраться.
[397.87s -> 400.87s]  Все уснули, город уснул, просыпается мафия.
[400.87s -> 403.87s]  Мафия делает все беспалево, хорошо, отлично.
[403.87s -> 405.87s]  Мафия делает...
[405.87s -> 407.87s]  Замечательный выбор.
[407.87s -> 409.87s]  Мафия уснул, просыпается врач.
[409.87s -> 412.87s]  Врач-педиатр, что же он делает?
[412.87s -> 414.87s]  Не забываем, что врач...
[414.87s -> 416.87s]  Ага, спасибо огромное, врач.
[416.87s -> 419.87s]  Вот эта пилюля досталась...
[419.87s -> 421.87s]  Это пенталгин какой-то.
[421.87s -> 423.87s]  Спасибо огромное, врач уснул, просыпается...
[424.07s -> 426.07s]  Никто, я знаю, Борис.
[426.07s -> 428.07s]  Замолчи, *****.
[428.07s -> 430.07s]  Никто не просыпается.
[430.07s -> 432.07s]  ***, Боря, это же нигде.
[432.07s -> 437.05s]  Никто не просыпается.
[437.05s -> 439.05s]  Врач, Семен, ты что к нам шманаешь?
[439.05s -> 441.05s]  Что делаешь?
[441.05s -> 446.92s]  У нас прикольная мафия,
[446.92s -> 448.92s]  тренирный доктор и ключник.
[448.92s -> 450.92s]  Классно.
[450.92s -> 452.92s]  А врач, может мне напомнить случайно,
[452.92s -> 454.92s]  кого он... Ага, спасибо большое.
[454.92s -> 457.92s]  Ну что же, перед вами стоят
[458.12s -> 460.12s]  шоты, я предлагаю городу проснуться,
[460.12s -> 462.12s]  просыпайся.
[462.12s -> 464.12s]  Город просыпается.
[464.12s -> 466.12s]  Сегодня было совершено убийство,
[466.12s -> 468.12s]  пока не знаем, кто.
[468.12s -> 470.12s]  Вы можете выпить то,
[470.12s -> 472.12s]  что находится в шотах.
[472.12s -> 474.12s]  Борис, у тебя не запевон.
[474.12s -> 476.12s]  Врач подумал, что ты не способен.
[476.12s -> 478.12s]  А, запевон, это типа врач.
[478.12s -> 480.12s]  Запевон только да.
[480.12s -> 482.12s]  Врач дает запевон тому, кто...
[482.12s -> 484.12s]  Ты что, сразу втащил?
[484.12s -> 486.12s]  Ты как только уяснял, сразу втащил.
[486.32s -> 488.32s]  Я даже не успел.
[488.32s -> 490.32s]  У них вода.
[490.32s -> 492.32s]  Я думал, мы чокнемся.
[492.32s -> 494.32s]  Без чоканье.
[494.32s -> 496.32s]  Без чоканье.
[496.32s -> 498.32s]  Без чоканье.
[498.32s -> 500.32s]  Вот они, русские.
[502.32s -> 504.32s]  Давай, у кого еще есть?
[504.32s -> 506.32s]  У меня у всех есть.
[506.32s -> 508.32s]  А ну, за русские.
[508.32s -> 510.32s]  За нас, *****.
[510.32s -> 512.32s]  Дайте хобби мил принесите.
[512.32s -> 514.32s]  Детского в шампанском.
[514.32s -> 516.32s]  Шампанского, шампанского.
[516.32s -> 518.32s]  Я еще мася, короче.
[518.32s -> 520.32s]  Твой, у нас карманные пятерки.
[520.32s -> 522.32s]  Я мася.
[522.32s -> 524.32s]  Ну и, судя по выражению лица...
[524.32s -> 526.32s]  Ну что же,
[526.32s -> 528.32s]  все сделали шот.
[528.32s -> 530.32s]  Теперь время голосования.
[530.32s -> 532.32s]  Но перед голосованием
[532.32s -> 534.32s]  мы хотим услышать каждое мнение.
[534.32s -> 536.32s]  Мы хотим понять, кто посчитал,
[536.32s -> 539.82s]  что в эту ночь...
[539.82s -> 541.82s]  А может, он признается сразу же?
[541.82s -> 543.82s]  А, это типа ранение, что ли?
[543.82s -> 545.82s]  Это ранение.
[545.82s -> 547.82s]  Я думал, мы все пьем.
[547.82s -> 549.82s]  А он смотрит на всех, что-то легко пошло.
[549.82s -> 551.82s]  А я просто сказал...
[551.82s -> 553.82s]  А вот и человечек
[553.82s -> 555.82s]  спалил себя.
[555.82s -> 557.82s]  Евгения, сегодня мафия,
[557.82s -> 559.82s]  один раз пристрелила.
[559.82s -> 561.82s]  Евгений, сейчас одна жизнь.
[561.82s -> 563.82s]  Если еще раз тебя высадит,
[563.82s -> 565.82s]  Евгения, ты покидаешь.
[565.82s -> 567.82s]  Если бы мафия каждый раз так стреляла людей...
[567.82s -> 569.82s]  Жизнь была бы легче.
[569.82s -> 571.82s]  Мир был бы счастливее.
[571.82s -> 573.82s]  Да, закроешь меня.
[573.82s -> 575.82s]  А вот мы ее знаем. Антон, начнем с тебя.
[575.82s -> 577.82s]  Есть ты такой друг? Возможно, Антон врет на меня.
[577.82s -> 579.82s]  Семен, мафия, который решил друга.
[579.82s -> 581.82s]  Семен, я что, похож на *********?
[581.82s -> 583.82s]  А мы не знаем, пожалуйста...
[583.82s -> 585.82s]  Все, все.
[585.82s -> 587.82s]  Тогда я мафия.
[587.82s -> 589.82s]  Чего, *****, будет?
[589.82s -> 591.82s]  Переверну, прошу.
[591.82s -> 593.82s]  Да нет, он признался.
[593.82s -> 595.82s]  Спасибо, Антон, за его...
[595.82s -> 597.82s]  Антон просто решил, либо говорить правду,
[597.82s -> 599.82s]  это его право.
[599.82s -> 601.82s]  Я думаю, что мафия Борис Зелегер.
[601.82s -> 603.82s]  Почему Борис Зелегер мафия?
[603.82s -> 605.82s]  Потому что, ну, Борис Зелегер же, ну как?
[605.82s -> 607.82s]  Мы здесь все с русскими фамилиями.
[607.82s -> 609.82s]  Фукс.
[609.82s -> 611.82s]  Но, смотри.
[611.82s -> 613.82s]  Не помню.
[613.82s -> 615.82s]  Здорово.
[615.82s -> 617.82s]  Если будет что-то смешное,
[617.82s -> 619.82s]  мы, *****, запомнили стопудово.
[619.82s -> 621.82s]  Ты бы сказал забавное какое-нибудь, придумай себе.
[621.82s -> 623.82s]  У Бориса есть запивон.
[623.82s -> 625.82s]  Это означает, что врач спас его.
[625.82s -> 627.82s]  А врач же не знает, кто мафия?
[627.82s -> 629.82s]  Ну так вот, *****, Симон, следи за ним.
[629.82s -> 631.82s]  Врач случайно спас мафию,
[631.82s -> 633.82s]  как бы, ну...
[633.82s -> 635.82s]  То есть это случайность была?
[635.82s -> 637.82s]  Борис, смотри, он тебя заперел.
[637.82s -> 639.82s]  Типа, ты же не знаешь, но на самом деле
[639.82s -> 641.82s]  мафия?
[641.82s -> 643.82s]  Я знаю.
[643.82s -> 645.82s]  Ну все, кто мафия? Давай.
[645.82s -> 647.82s]  Ты.
[647.82s -> 649.82s]  Пойдет так?
[649.82s -> 651.82s]  Просто ломаем эту игру.
[651.82s -> 653.82s]  Потому что мы русские, *****.
[653.82s -> 655.82s]  Мне кажется, он мафия.
[655.82s -> 657.82s]  Алло, ребят, у вас слово было?
[657.82s -> 659.82s]  Секундочку, пускай Кирилл скажет
[659.82s -> 661.82s]  до конца.
[661.82s -> 663.82s]  Да, он нашел Владимира Славилова.
[663.82s -> 665.82s]  Слово вам было?
[665.82s -> 667.82s]  Кирилл, подытожим.
[667.82s -> 669.82s]  Борис.
[669.82s -> 671.82s]  Там чувак кричит, он мафия, короче.
[671.82s -> 673.82s]  Это мнение о Кирилла хорошо.
[673.82s -> 675.82s]  Кирилл пытается кого-то запутать, возможно и нет.
[675.82s -> 677.82s]  Так.
[677.82s -> 679.82s]  Скажу сразу, что мафии нет.
[679.82s -> 681.82s]  Если бы я был мафией,
[681.82s -> 683.82s]  я бы шлепнул в себя.
[683.82s -> 685.82s]  Я обожаю вухать.
[685.82s -> 687.82s]  Нотограмм.
[687.82s -> 689.82s]  Не прибавить, не убавить.
[689.82s -> 691.82s]  Выпить, а выпить за это.
[691.82s -> 693.82s]  Снялся языка.
[693.82s -> 695.82s]  Поэтому
[695.82s -> 697.82s]  мой голос
[697.82s -> 699.82s]  за Кирилла не ожидал.
[699.82s -> 701.82s]  Да.
[701.82s -> 703.82s]  Это просто предположение.
[703.82s -> 705.82s]  Конечно.
[705.82s -> 707.82s]  Почему считаю, что Кирилл мафия?
[707.82s -> 709.82s]  Потому что я глаза открыл, а у него уже ничего нет.
[709.82s -> 711.82s]  А нет, за Женю.
[711.82s -> 713.82s]  За секунду.
[713.82s -> 715.82s]  Борис, скажи.
[715.82s -> 717.82s]  Хорошо. Борис, давай последнее слово.
[717.82s -> 719.82s]  Расставим все точки.
[719.82s -> 721.82s]  Борис.
[721.82s -> 723.82s]  Что за сложно?
[723.82s -> 725.82s]  Простите.
[725.82s -> 727.82s]  Сейчас некрасиво было.
[727.82s -> 729.82s]  Я согласен.
[729.82s -> 731.82s]  А ну дай.
[731.82s -> 733.82s]  Тащи.
[733.82s -> 735.82s]  Да, господи.
[735.82s -> 737.82s]  Я человек не злой, как говорится.
[737.82s -> 739.82s]  Знаете,
[739.82s -> 741.82s]  я человек подозрительный.
[741.82s -> 743.82s]  Но у меня
[743.82s -> 745.82s]  перелись подозрения на Александра.
[745.82s -> 747.82s]  Потому что он...
[747.82s -> 749.82s]  Потому что я немец, *****. Спасибо.
[749.82s -> 751.82s]  Ты еще и немец?
[751.82s -> 753.82s]  Вот почему ты за русских не пил.
[753.82s -> 755.82s]  Мы все пили, ты не пил.
[755.82s -> 757.82s]  Не переживай.
[757.82s -> 759.82s]  Все иногда ошибаются.
[759.82s -> 761.82s]  Короче.
[761.82s -> 763.82s]  Мне вора, что он начал оправдываться,
[763.82s -> 765.82s]  хотя его никто не подозревал.
[765.82s -> 767.82s]  Я не мафия.
[767.82s -> 769.82s]  Напрягает мне такое поведение.
[769.82s -> 771.82s]  Ты молодец, конечно.
[771.82s -> 773.82s]  Кстати, единственный человек,
[773.82s -> 775.82s]  кто у меня вообще не вызывает подозрения,
[775.82s -> 777.82s]  это Евгений, хотя он подозревает меня.
[777.82s -> 779.82s]  Спасибо, брат.
[779.82s -> 781.82s]  Да хватит.
[781.82s -> 783.82s]  Что вы там жмакаетесь уже?
[783.82s -> 785.82s]  А ну дай мне.
[785.82s -> 787.82s]  На немец держи, *****, русское.
[787.82s -> 789.82s]  Попробуй.
[789.82s -> 791.82s]  Попробуй, *****.
[791.82s -> 793.82s]  Ты понюхай.
[793.82s -> 795.82s]  Хорошо, дослушаем Бориса.
[795.82s -> 799.82s]  Я хочу сказать, что Женя очень неподозрительный человек,
[799.82s -> 801.82s]  и в него можно посмотреть и поправить.
[801.82s -> 803.82s]  У него можно стрелять в второй раз.
[803.82s -> 805.82s]  Но больше всего подозрения Александра вызывает,
[805.82s -> 807.82s]  который любит стрелять, как и немцы.
[807.82s -> 809.82s]  Давайте педалировать дальше.
[809.82s -> 811.82s]  Вы поднимаете руку,
[811.82s -> 813.82s]  если вы считаете, что это мафия.
[813.82s -> 815.82s]  Борис, поднимаем руку.
[815.82s -> 817.82s]  Ноль голосов.
[817.82s -> 819.82s]  Александр, фукс.
[819.82s -> 821.82s]  Три голоса.
[821.82s -> 823.82s]  Женя.
[823.82s -> 825.82s]  Я тоже за него.
[825.82s -> 827.82s]  Нет, Женя.
[827.82s -> 829.82s]  Женя, ты как за него?
[829.82s -> 831.82s]  Ты против?
[831.82s -> 833.82s]  Хорошо, кто против Евгения?
[833.82s -> 835.82s]  Ноль.
[835.82s -> 837.82s]  Антон?
[837.82s -> 839.82s]  Ну что же, три голоса
[839.82s -> 841.82s]  против Кирилла.
[841.82s -> 843.82s]  Выбор сделан.
[843.82s -> 845.82s]  Кирилл, придется признаться тебе,
[845.82s -> 847.82s]  если ты мафия, то, пожалуйста, выбираем бутылочку.
[847.82s -> 849.82s]  Прямо сейчас, вот сюда, положи на центр
[849.82s -> 851.82s]  и покажи нам карту. Кто ты?
[851.82s -> 853.82s]  Ну и все, *****.
[855.82s -> 864.13s]  Это я сказал, что это он.
[864.13s -> 866.13s]  Все, закрывай передачу, *****.
[866.13s -> 868.13s]  Все, не вчера, иди сюда.
[872.13s -> 874.13s]  Чемпион!
[874.13s -> 876.13s]  Чемпион!
[876.13s -> 878.13s]  Чемпион!
[878.13s -> 880.13s]  Чемпион!
[880.13s -> 882.13s]  Давай, Борис, откидывай.
[882.13s -> 884.13s]  Он все рассказал.
[884.13s -> 886.13s]  Извините.
[886.13s -> 888.13s]  Брат, брат.
[888.13s -> 890.13s]  Так, хорошо, господа.
[894.13s -> 896.13s]  Господа, это, конечно, невероятно.
[898.13s -> 900.13s]  Беспрецедентный.
[900.13s -> 902.13s]  Первую ночь вы выгнали мафию.
[902.13s -> 904.13s]  Сейчас всю мафию поймать будем.
[904.13s -> 906.13s]  Первый день.
[906.13s -> 908.13s]  Первый день, Кирилла.
[908.13s -> 910.13s]  Кирилла, вы распознали в нем мафию.
[910.13s -> 912.13s]  А с каким ебалом, *****?
[912.13s -> 914.13s]  Брат!
[914.13s -> 916.13s]  Кирилл, ну поскольку ты проиграл,
[916.13s -> 918.13s]  ты получаешь потрясающий подарок.
[918.13s -> 920.13s]  Это 5 шотов.
[920.13s -> 922.13s]  Ну конечно.
[924.13s -> 928.34s]  Ну что ж, ждем историю.
[928.34s -> 930.34s]  Ждем историю от мафии.
[930.34s -> 932.34s]  От мафии.
[932.34s -> 934.34s]  А выпей один.
[934.34s -> 936.34s]  Выпей один с ничего красивого.
[936.34s -> 938.34s]  Один.
[940.34s -> 942.34s]  Ой, кто-то упал туда.
[942.34s -> 944.34s]  Все в живых.
[944.34s -> 946.34s]  Не может остановиться.
[946.34s -> 948.34s]  Давай.
[948.34s -> 950.34s]  Короче, я вспомнил историю.
[950.34s -> 952.34s]  Мы пили.
[952.34s -> 954.34s]  Это было лето, когда пили.
[954.34s -> 958.74s]  У всех было такое лето.
[958.74s -> 960.74s]  А потом все.
[960.74s -> 962.74s]  Потом вспышка, тебе 30 и все.
[962.74s -> 964.74s]  И вот у нас было лето, когда мы пили
[964.74s -> 966.74s]  с друзьями, мальчик и девочка.
[966.74s -> 968.74s]  И просто помню,
[968.74s -> 970.74s]  был какой-то очень смешной взгрев.
[970.74s -> 972.74s]  Когда у нас...
[972.74s -> 974.74s]  Я жил в городе Кемерово.
[974.74s -> 976.74s]  Церковка какая-то.
[976.74s -> 978.74s]  Короче, был колокол.
[978.74s -> 980.74s]  Была веревка, и чтобы дотянуться до веревки,
[980.74s -> 982.74s]  надо было посадить одного человека
[982.74s -> 984.74s]  на плечи в другом.
[984.74s -> 986.74s]  Еще раз, зачем веревка?
[986.74s -> 988.74s]  Чтобы звонить в колокол.
[988.74s -> 990.74s]  Это же...
[990.74s -> 992.74s]  Никто не понимал,
[992.74s -> 994.74s]  что нужно пить и тусоваться.
[994.74s -> 996.74s]  И вот мы посадили девочку
[996.74s -> 998.74s]  на плечи чуваку.
[998.74s -> 1000.74s]  Это типа рассылка всем.
[1000.74s -> 1002.74s]  Что-то такое.
[1002.74s -> 1004.74s]  Просыпались в городе.
[1004.74s -> 1006.74s]  По-другому не работало.
[1006.74s -> 1008.74s]  И в какой-то момент, когда мы посадили девочку,
[1008.74s -> 1010.74s]  мы поняли, что не хватает амплитуды,
[1010.74s -> 1012.74s]  чтобы проскочать.
[1012.74s -> 1014.74s]  Поэтому у меня была очень важная функция.
[1014.74s -> 1016.74s]  Я держал чувака, а тот разбегался
[1016.74s -> 1018.74s]  вперед-назад.
[1018.74s -> 1020.74s]  И в какой-то момент мы позвонили.
[1020.74s -> 1022.74s]  Нам было очень смешно.
[1022.74s -> 1024.74s]  И мы убежали.
[1024.74s -> 1026.74s]  Главная история!
[1028.74s -> 1030.74s]  Тогда весь Кемерово встал,
[1030.74s -> 1032.74s]  потому что в колокол кто-то был.
[1032.74s -> 1034.74s]  Поддержим Ферилу!
[1034.74s -> 1036.74s]  Георгий, давай!
[1036.74s -> 1038.74s]  Как мужчина!
[1038.74s -> 1040.74s]  Министр мафии.
[1040.74s -> 1042.74s]  Передача познавательная.
[1042.74s -> 1044.74s]  В Кемерово есть церковь.
[1044.74s -> 1046.74s]  Я не помню, что там было.
[1046.74s -> 1048.74s]  Полицейский участок.
[1048.74s -> 1050.74s]  Колокол.
[1050.74s -> 1052.74s]  Ады много.
[1052.74s -> 1054.74s]  Веселка.
[1054.74s -> 1056.74s]  Магнит в больнице.
[1056.74s -> 1058.74s]  Что-то еще надо развивать в жизни.
[1058.74s -> 1060.74s]  Поддержим Георгию!
[1060.74s -> 1062.74s]  Давай!
[1062.74s -> 1064.74s]  Молодец!
[1066.74s -> 1070.24s]  Каждый узнал, кто он есть
[1070.24s -> 1072.24s]  в этой игре.
[1072.24s -> 1074.24s]  Борис, по традиции, прошу тебя
[1074.24s -> 1076.24s]  крутануть эту бутылочку, чтобы узнали,
[1076.24s -> 1078.24s]  кто расскажет нам историю.
[1078.24s -> 1080.24s]  Александр Фукс.
[1080.24s -> 1082.24s]  Здорово!
[1082.24s -> 1084.24s]  Какая история?
[1084.24s -> 1086.24s]  Извини, до истории.
[1086.24s -> 1088.24s]  Фукси, а это в честь тебя цвет?
[1088.24s -> 1090.24s]  Да, да, да.
[1090.24s -> 1092.24s]  Так, короче, Чемпионат мира.
[1092.24s -> 1094.24s]  Вот этот, который у нас в России.
[1094.24s -> 1096.24s]  По футболу.
[1096.24s -> 1098.24s]  Вот это замечательный, когда Москва
[1098.24s -> 1100.24s]  превратилась в прекрасный
[1100.24s -> 1102.24s]  межнациональный ад.
[1102.24s -> 1104.24s]  Докладу он,
[1104.24s -> 1106.24s]  вы листились, кайфовали?
[1106.24s -> 1108.24s]  Межнациональный?
[1108.24s -> 1110.24s]  Я закрою русское окно.
[1110.24s -> 1112.24s]  Подожди, секунду.
[1112.24s -> 1114.24s]  Чемпионат мира, напоминаю.
[1114.24s -> 1116.24s]  Мы заходим в бар.
[1116.24s -> 1118.24s]  На баре лежит
[1118.24s -> 1120.24s]  девушка.
[1120.24s -> 1122.24s]  Вот так.
[1122.24s -> 1124.24s]  Она спит на баре.
[1124.24s -> 1126.24s]  Мы садимся рядом, я сажусь позже.
[1126.24s -> 1128.24s]  Ты девушка.
[1128.24s -> 1130.24s]  У нас роли распредельны.
[1130.24s -> 1132.24s]  Ты спишь, ты спишь.
[1132.24s -> 1134.24s]  Я заказал себе напиток.
[1134.24s -> 1136.24s]  В какой-то момент
[1136.24s -> 1138.24s]  она просыпается.
[1138.24s -> 1140.24s]  Ну все, уже ладно.
[1140.24s -> 1142.24s]  Ну неплохо, на самом деле.
[1142.24s -> 1144.24s]  Короче, она просыпается.
[1144.24s -> 1146.24s]  Естественно, ***** не понимает.
[1146.24s -> 1148.24s]  Смотрит на меня.
[1148.24s -> 1150.24s]  Ну сквозь, вот так вот.
[1150.24s -> 1152.24s]  Говорит, where are you staying?
