[0.00s -> 1.80s]  МУЗЫКАЛЬНАЯ ЗАСТАВКА
[683.46s -> 685.46s]  автонзил выглядит как человек.
[685.46s -> 687.46s]  Его убью!
[691.46s -> 693.46s]  Его убью! Его!
[693.46s -> 695.46s]  Он армянин.
[695.46s -> 697.46s]  Мне кажется, он разошелся даже. И его!
[697.46s -> 699.46s]  И этих тоже!
[699.46s -> 701.46s]  Да и меня тоже! Давай заодно!
[703.46s -> 705.46s]  И потом, как только Аркадий
[705.46s -> 707.46s]  представил, что, возможно, это автонзил,
[707.46s -> 709.46s]  автонзил был такой, да нет,
[709.46s -> 711.46s]  это точно не я!
[711.46s -> 713.46s]  Точно не я!
[713.46s -> 715.46s]  Вообще, у меня автонзил вызывает подозрение,
[715.46s -> 717.46s]  о чем я хотела с вами поделиться
[717.46s -> 719.46s]  к вашей здоровью. Хорошо,
[719.46s -> 721.46s]  поднимите руку, кто считает, что мы пропускаем
[721.46s -> 723.46s]  голосование в эту ночь. Двое.
[723.46s -> 725.46s]  Он поднял. Все. Есть. Трое.
[725.46s -> 727.46s]  Есть момент. Уже, вообще, выблю уже
[727.46s -> 729.46s]  большую свою простость. Все, хорошо.
[729.46s -> 731.46s]  Да, мы пропускаем.
[731.46s -> 733.46s]  Опа!
[735.46s -> 737.46s]  Алексей, давай, Леха!
[737.46s -> 739.46s]  Короче, спугались очень сильно с другом
[739.46s -> 741.46s]  и поехали выступать на стендап.
[741.46s -> 743.46s]  И едем уже, прям, ну, сильно пьяный,
[743.46s -> 745.46s]  еще эта тряска, душно в этом,
[745.46s -> 747.46s]  в метро. В метро, да.
[747.46s -> 749.46s]  И мы вот такие уже едем, не понимаем,
[749.46s -> 751.46s]  что происходит. И в один момент
[751.46s -> 753.46s]  нам надо пересесть на технологии
[753.46s -> 755.46s]  в Петербурге, а это...
[755.46s -> 757.46s]  В Петербурге?
[757.46s -> 759.46s]  И Моноха достал.
[759.46s -> 761.46s]  И они ваши в этой загребущей
[761.46s -> 763.46s]  амельке.
[763.46s -> 765.46s]  Значит, мы...
[765.46s -> 767.46s]  И, значит, мимо нас проходит
[767.46s -> 769.46s]  наша подружка Юля Соловьева.
[769.46s -> 771.46s]  Тоже комик. И она мимо нас проходит...
[771.46s -> 773.46s]  Тоже только это Соловьева.
[773.46s -> 775.46s]  Тоже?
[775.46s -> 777.46s]  Тоже.
[777.46s -> 779.46s]  Рот мне, ноги!
[779.46s -> 781.46s]  И, значит, она мимо нас проходит, мы только с ней
[781.46s -> 783.46s]  здороваемся, и я сразу же
[783.46s -> 785.46s]  блюю на Илюху, на своего друга,
[785.46s -> 787.46s]  вот так вот, вот так, по целиком ему плечо
[787.46s -> 789.46s]  блюваю ему немножко прическу,
[789.46s -> 791.46s]  и мы стоим, вдруг как-то смотрим, секунд 20
[791.46s -> 793.46s]  такие... Ну что, пошли?
[793.46s -> 795.46s]  Конец!
[795.46s -> 797.46s]  Потрясающая история!
[797.46s -> 799.46s]  Не, ну тут хотя бы
[799.46s -> 801.46s]  кого-то заблевали!
[801.46s -> 803.46s]  Это уже интереснее, чем просто попить Сидор, согласны?
[803.46s -> 805.46s]  И мы узнали, что у Лехи дохрена друзей.
[805.46s -> 807.46s]  А вы до сих пор дружите с этим другом?
[807.46s -> 809.46s]  С Ильей Смирновым, да, хороший комик.
[809.46s -> 811.46s]  Вот это дружба! Вы хоть раз
[811.46s -> 813.46s]  блювали на... Аркаш!
[813.46s -> 815.46s]  Почему наигранно? Я правда так считаю,
[815.46s -> 817.46s]  если ты блювал на своего друга,
[817.46s -> 819.46s]  и вы после этого с ним не поссорились,
[819.46s -> 821.46s]  и он пошел еще выступать после этого,
[821.46s -> 823.46s]  это хороший друг. Вот Аркаш, ты хоть раз
[823.46s -> 825.46s]  блювал на человека? Да. Не на себя?
[825.46s -> 827.46s]  Да. И вы с ним дружите?
[827.46s -> 829.46s]  Мы с ним сразу расстались.
[829.46s -> 831.46s]  И то, когда произошло!
[831.46s -> 833.46s]  Хорошо, история была,
[833.46s -> 835.46s]  предлагаю вновь сыграть в раунд мафии,
[835.46s -> 837.46s]  город засыпает, по традиции.
[837.46s -> 839.46s]  Ой, Господи!
[839.46s -> 841.46s]  Напоминаю мафии и врачу,
[841.46s -> 843.46s]  пытайтесь сделать все максимально
[843.46s -> 845.46s]  скрытно, без палева.
[845.46s -> 847.46s]  Я уже знаю, кто мафия, кто врач.
[847.46s -> 849.46s]  Ну что же?
[849.46s -> 851.46s]  Поэтому обязательно
[851.46s -> 853.46s]  делать все очень скрытно. Просыпается
[853.46s -> 855.46s]  мафия, мафия проснулась,
[855.46s -> 857.46s]  мафия думает,
[857.46s -> 859.46s]  кого же сегодня поскорее, я понял,
[859.46s -> 861.46s]  спасибо большое. Отличное решение,
[861.46s -> 863.46s]  мафия уснула, просыпается врач,
[863.46s -> 865.46s]  врач проснулся, думает, кого же
[865.46s -> 867.46s]  вылечить сегодня, кому же рассольчику
[867.46s -> 869.46s]  подогнать. Он думает, думает,
[869.46s -> 871.46s]  гадает. Хорошо, спасибо большое
[871.46s -> 873.46s]  выбор. Врач уснул,
[873.46s -> 875.46s]  теперь просыпается весь
[875.46s -> 877.46s]  город. А, нет, стоп, стоп,
[877.46s -> 879.46s]  стоп, *****, стоп.
[879.46s -> 881.46s]  Вы еще не просыпаетесь,
[881.46s -> 883.46s]  вы еще спите, ой, вам
[883.46s -> 885.46s]  что-то снится вкусное такое.
[888.96s -> 890.96s]  Вон, где он, господа? Город просыпается.
[890.96s -> 892.96s]  Опа! А у меня опять сок,
[892.96s -> 894.96s]  я бы консистенцию не видел.
[894.96s -> 896.96s]  Приятно. Сегодняшней ночью
[896.96s -> 898.96s]  просто безжалостно мафия
[898.96s -> 900.96s]  выстрела
[900.96s -> 902.96s]  в автон-диле Георга Беяне.
[902.96s -> 904.96s]  Видимо, много болтал.
[904.96s -> 906.96s]  А врач,
[906.96s -> 908.96s]  поэтому у автон-дилы осталась
[908.96s -> 910.96s]  одна жизнь, как говорится.
[910.96s -> 912.96s]  Аркаш, поздравляю тебя, врач
[912.96s -> 914.96s]  посчитал, что ты
[914.96s -> 916.96s]  слабочок, который
[916.96s -> 918.96s]  не выпьет стопку
[918.96s -> 920.96s]  алкоголя и подогнал тебя запивать.
[920.96s -> 922.96s]  Но тоже приятное. Конечно, конечно.
[922.96s -> 924.96s]  Яблочек. Опа!
[926.96s -> 928.96s]  Во! То есть ты просто
[928.96s -> 930.96s]  сок запиваешь.
[930.96s -> 932.96s]  Хочешь, сделаю.
[932.96s -> 934.96s]  Ты состоишь из мякоти
[934.96s -> 936.96s]  на 80% после этого.
[938.96s -> 940.96s]  Посмотри, как автон-дил глянь на него.
[940.96s -> 942.96s]  Вот это, вот это тварь, глянь.
[942.96s -> 944.96s]  Вот это, смакота, запивон.
[944.96s -> 946.96s]  Хорошо.
[946.96s -> 948.96s]  Мне не впервые видеть, как белые люди радуются моим страданиям.
[948.96s -> 950.96s]  Поэтому все нормально.
[950.96s -> 952.96s]  Если мы начинали с того, в тот раз, с Аркаши,
[952.96s -> 954.96s]  предлагаю, Боря, начать с тебя,
[954.96s -> 956.96s]  как ты считаешь, кто мафия,
[956.96s -> 958.96s]  кто не мафия?
[958.96s -> 960.96s]  Ну, стало быть, я буду придерживаться своего прошлого мнения,
[960.96s -> 962.96s]  что автон-дил сейчас
[962.96s -> 964.96s]  пытается нас запутать,
[964.96s -> 966.96s]  потому что мы знаем, что мафия
[966.96s -> 968.96s]  продолжается, что мафия
[968.96s -> 970.96s]  может стрелять в себя.
[970.96s -> 972.96s]  Вот доктор, он как бы не тупой,
[972.96s -> 974.96s]  он не стал мафию спасать.
[974.96s -> 976.96s]  Ну, нет, доктор, я вообще не знаю, кем руководствуется доктор,
[976.96s -> 978.96s]  честно говоря, потому что, ну, непонятно,
[978.96s -> 980.96s]  уже по углу стрелять. Ой, как страд...
[980.96s -> 982.96s]  Бедненький. Вот.
[982.96s -> 984.96s]  Но я по-прежнему подозреваю,
[984.96s -> 986.96s]  что мафия – это автон-дил.
[986.96s -> 988.96s]  Хорошо, спасибо большое
[988.96s -> 990.96s]  за мнение, Алексей.
[990.96s -> 992.96s]  Да, дело в том, что я этой ночью опять
[992.96s -> 994.96s]  учуял запах ищи кури,
[994.96s -> 996.96s]  но тут же услышал, как кто-то начал очень
[996.96s -> 998.96s]  быстро его есть.
[998.96s -> 1000.96s]  Сам себя, сам себя.
[1000.96s -> 1002.96s]  Ты сейчас на себя подозрения наводишь?
[1002.96s -> 1004.96s]  Угу.
[1004.96s -> 1006.96s]  И еще то, что ты расист.
[1006.96s -> 1008.96s]  Я хаваю только манты.
[1008.96s -> 1010.96s]  Так вот, значит,
[1010.96s -> 1012.96s]  что, почему это, почему я думаю?
[1012.96s -> 1014.96s]  Я догадываюсь,
[1014.96s -> 1016.96s]  чем руководствуется врач.
[1016.96s -> 1018.96s]  Дело в том,
[1018.96s -> 1020.96s]  что мафия
[1020.96s -> 1022.96s]  не стала бы стрелять в Алексея,
[1022.96s -> 1024.96s]  потому что на Алексея
[1024.96s -> 1026.96s]  есть подозрение,
[1026.96s -> 1028.96s]  и не стала бы стрелять второй раз
[1028.96s -> 1030.96s]  в одну и ту же цель, являющейся
[1030.96s -> 1032.96s]  борьей-делегером. Поэтому тот выбор был
[1032.96s -> 1034.96s]  между врачом
[1034.96s -> 1036.96s]  и другим человеком.
[1036.96s -> 1038.96s]  И врач выбрал
[1038.96s -> 1040.96s]  другого человека. Я не говорю, что
[1040.96s -> 1042.96s]  я врач.
[1042.96s -> 1044.96s]  Поэтому я все еще думаю, что
[1044.96s -> 1046.96s]  в автодилге Аркавиянии является мафия.
[1046.96s -> 1048.96s]  Спасибо. Я не говорю, что я врач,
[1048.96s -> 1050.96s]  но дышите.
[1050.96s -> 1052.96s]  Не дышите. Спасибо за мнение, Алексей,
[1052.96s -> 1054.96s]  автодил. Тебя сегодня
[1054.96s -> 1056.96s]  стрельнули. Слушайте, в какой-то
[1056.96s -> 1058.96s]  степени я могу быть алкомафией,
[1058.96s -> 1060.96s]  потому что я работал в продуктовом магазине
[1060.96s -> 1062.96s]  и продавал после десяти алкашку.
[1062.96s -> 1064.96s]  Но сейчас я не алкомафия, понимаете?
[1064.96s -> 1066.96s]  Поэтому что я могу сказать
[1066.96s -> 1068.96s]  в свое оправдание? Ну, душнивый,
[1068.96s -> 1070.96s]  сочетанный.
